p_c,R(code units),M(Msun),e(pc),col2(pc),col3(pc)
4.844921e-14,3.000000e+01,5.738721e-06,7.493104e-11,9.251108e+02,0.000000e+00
5.325879e-14,3.000000e+01,6.099962e-06,7.964823e-11,9.251127e+02,0.000000e+00
5.854581e-14,3.000000e+01,6.497060e-06,8.483369e-11,9.251148e+02,0.000000e+00
6.435768e-14,3.000000e+01,6.933572e-06,9.053391e-11,9.251170e+02,0.000000e+00
7.074650e-14,3.000000e+01,7.413411e-06,9.680000e-11,9.251195e+02,0.000000e+00
7.776953e-14,3.000000e+01,7.940876e-06,1.036881e-10,9.251223e+02,0.000000e+00
8.548975e-14,3.000000e+01,8.520693e-06,1.112600e-10,9.251253e+02,0.000000e+00
9.397636e-14,3.000000e+01,9.158058e-06,1.195836e-10,9.251287e+02,0.000000e+00
1.033054e-13,3.000000e+01,9.858681e-06,1.287335e-10,9.251323e+02,0.000000e+00
1.135606e-13,3.000000e+01,1.062884e-05,1.387917e-10,9.251364e+02,0.000000e+00
1.248338e-13,3.000000e+01,1.147543e-05,1.498483e-10,9.251408e+02,0.000000e+00
1.372261e-13,3.000000e+01,1.240604e-05,1.620026e-10,9.251457e+02,0.000000e+00
1.508486e-13,3.000000e+01,1.342900e-05,1.753634e-10,9.251510e+02,0.000000e+00
1.658234e-13,3.000000e+01,1.455348e-05,1.900505e-10,9.251569e+02,0.000000e+00
1.822848e-13,3.000000e+01,1.578954e-05,2.061957e-10,9.251634e+02,0.000000e+00
2.003803e-13,3.000000e+01,1.714825e-05,2.239435e-10,9.251705e+02,0.000000e+00
2.202722e-13,3.000000e+01,1.864178e-05,2.434533e-10,9.251783e+02,0.000000e+00
2.421387e-13,3.000000e+01,2.028350e-05,2.648997e-10,9.251869e+02,0.000000e+00
2.661759e-13,3.000000e+01,2.208811e-05,2.884752e-10,9.251964e+02,0.000000e+00
2.925993e-13,3.000000e+01,2.407175e-05,3.143910e-10,9.252067e+02,0.000000e+00
3.216457e-13,3.000000e+01,2.625217e-05,3.428795e-10,9.252182e+02,0.000000e+00
3.535757e-13,3.000000e+01,2.864889e-05,3.741960e-10,9.252307e+02,0.000000e+00
3.886753e-13,3.000000e+01,3.128333e-05,4.086214e-10,9.252445e+02,0.000000e+00
4.272592e-13,3.000000e+01,3.417907e-05,4.464642e-10,9.252597e+02,0.000000e+00
4.696735e-13,3.000000e+01,3.736199e-05,4.880636e-10,9.252763e+02,0.000000e+00
5.162982e-13,3.000000e+01,4.086053e-05,5.337926e-10,9.252947e+02,0.000000e+00
5.675513e-13,3.000000e+01,4.470597e-05,5.840612e-10,9.253148e+02,0.000000e+00
6.238924e-13,3.000000e+01,4.893265e-05,6.393200e-10,9.253370e+02,0.000000e+00
6.858265e-13,3.000000e+01,5.357831e-05,7.000643e-10,9.253613e+02,0.000000e+00
7.539088e-13,3.000000e+01,5.868442e-05,7.668388e-10,9.253881e+02,0.000000e+00
8.287496e-13,3.000000e+01,6.429655e-05,8.402419e-10,9.254175e+02,0.000000e+00
9.110200e-13,3.000000e+01,7.046473e-05,9.209319e-10,9.254498e+02,0.000000e+00
1.001457e-12,3.000000e+01,7.724396e-05,1.009632e-09,9.254853e+02,0.000000e+00
1.100872e-12,3.000000e+01,8.469462e-05,1.107137e-09,9.255244e+02,0.000000e+00
1.210157e-12,3.000000e+01,9.288304e-05,1.214322e-09,9.255674e+02,0.000000e+00
1.330289e-12,3.000000e+01,1.018821e-04,1.332147e-09,9.256146e+02,0.000000e+00
1.462348e-12,3.000000e+01,1.117717e-04,1.461669e-09,9.256665e+02,0.000000e+00
1.607516e-12,3.000000e+01,1.226399e-04,1.604048e-09,9.257236e+02,0.000000e+00
1.767095e-12,3.000000e+01,1.345829e-04,1.760561e-09,9.257863e+02,0.000000e+00
1.942515e-12,3.000000e+01,1.477067e-04,1.932612e-09,9.258552e+02,0.000000e+00
2.135349e-12,3.000000e+01,1.621276e-04,2.121742e-09,9.259310e+02,0.000000e+00
2.347326e-12,3.000000e+01,1.779730e-04,2.329647e-09,9.260143e+02,0.000000e+00
2.580346e-12,3.000000e+01,1.953829e-04,2.558191e-09,9.261059e+02,0.000000e+00
2.836498e-12,3.000000e+01,2.145110e-04,2.809422e-09,9.262066e+02,0.000000e+00
3.118079e-12,3.000000e+01,2.355256e-04,3.085593e-09,9.263173e+02,0.000000e+00
3.427612e-12,3.000000e+01,2.586114e-04,3.389180e-09,9.264389e+02,0.000000e+00
3.767873e-12,3.000000e+01,2.839710e-04,3.722905e-09,9.265726e+02,0.000000e+00
4.141911e-12,3.000000e+01,3.118265e-04,4.089758e-09,9.267197e+02,0.000000e+00
4.553080e-12,3.000000e+01,3.421310e-04,4.487921e-09,9.268699e+02,0.000000e+00
5.005067e-12,3.000000e+01,3.738303e-04,4.905883e-09,9.269913e+02,0.000000e+00
5.501922e-12,3.000000e+01,4.086446e-04,5.365337e-09,9.271247e+02,0.000000e+00
6.048100e-12,3.000000e+01,4.468762e-04,5.870400e-09,9.272714e+02,0.000000e+00
6.648498e-12,3.000000e+01,4.888567e-04,6.425601e-09,9.274326e+02,0.000000e+00
7.308497e-12,3.000000e+01,5.349484e-04,7.035917e-09,9.276098e+02,0.000000e+00
8.034015e-12,3.000000e+01,5.855479e-04,7.706820e-09,9.278046e+02,0.000000e+00
8.831556e-12,3.000000e+01,6.410888e-04,8.444324e-09,9.280188e+02,0.000000e+00
9.708268e-12,3.000000e+01,7.020449e-04,9.255039e-09,9.282542e+02,0.000000e+00
1.067201e-11,3.000000e+01,7.689333e-04,1.014624e-08,9.285130e+02,0.000000e+00
1.173143e-11,3.000000e+01,8.320102e-04,1.095719e-08,9.286378e+02,0.000000e+00
1.289601e-11,3.000000e+01,8.931940e-04,1.177049e-08,9.287011e+02,0.000000e+00
1.417620e-11,3.000000e+01,9.603612e-04,1.266453e-08,9.287707e+02,0.000000e+00
1.558348e-11,3.000000e+01,1.034087e-03,1.364732e-08,9.288472e+02,0.000000e+00
1.713046e-11,3.000000e+01,1.115000e-03,1.472768e-08,9.289313e+02,0.000000e+00
1.883101e-11,3.000000e+01,1.203787e-03,1.591528e-08,9.290237e+02,0.000000e+00
2.070037e-11,3.000000e+01,1.301197e-03,1.722077e-08,9.291254e+02,0.000000e+00
2.275531e-11,3.000000e+01,1.408046e-03,1.865587e-08,9.292371e+02,0.000000e+00
2.501424e-11,3.000000e+01,1.525225e-03,2.023342e-08,9.293599e+02,0.000000e+00
2.749741e-11,3.000000e+01,1.653703e-03,2.196758e-08,9.294949e+02,0.000000e+00
3.022710e-11,3.000000e+01,1.794533e-03,2.387389e-08,9.296432e+02,0.000000e+00
3.322775e-11,3.000000e+01,1.948860e-03,2.596944e-08,9.298064e+02,0.000000e+00
3.652629e-11,3.000000e+01,2.117925e-03,2.827302e-08,9.299857e+02,0.000000e+00
4.015227e-11,3.000000e+01,2.303074e-03,3.080527e-08,9.301828e+02,0.000000e+00
4.413820e-11,3.000000e+01,2.504644e-03,3.343416e-08,9.303591e+02,0.000000e+00
4.851982e-11,3.000000e+01,2.681143e-03,3.576216e-08,9.304061e+02,0.000000e+00
5.333640e-11,3.000000e+01,2.868642e-03,3.832127e-08,9.304577e+02,0.000000e+00
5.863113e-11,3.000000e+01,3.074099e-03,4.113441e-08,9.305145e+02,0.000000e+00
6.445147e-11,3.000000e+01,3.299161e-03,4.422682e-08,9.305770e+02,0.000000e+00
7.084960e-11,3.000000e+01,3.545617e-03,4.762622e-08,9.306456e+02,0.000000e+00
7.788287e-11,3.000000e+01,3.815399e-03,5.136307e-08,9.307211e+02,0.000000e+00
8.561434e-11,3.000000e+01,4.110592e-03,5.547088e-08,9.308040e+02,0.000000e+00
9.411331e-11,3.000000e+01,4.433447e-03,5.998648e-08,9.308952e+02,0.000000e+00
1.034560e-10,3.000000e+01,4.786381e-03,6.495034e-08,9.309955e+02,0.000000e+00
1.137261e-10,3.000000e+01,5.171990e-03,7.040697e-08,9.311057e+02,0.000000e+00
1.250157e-10,3.000000e+01,5.593050e-03,7.640528e-08,9.312268e+02,0.000000e+00
1.374261e-10,3.000000e+01,6.052526e-03,8.299905e-08,9.313599e+02,0.000000e+00
1.510685e-10,3.000000e+01,6.553571e-03,9.024738e-08,9.315063e+02,0.000000e+00
1.660651e-10,3.000000e+01,7.099526e-03,9.821525e-08,9.316672e+02,0.000000e+00
1.825505e-10,3.000000e+01,7.693920e-03,1.069741e-07,9.318441e+02,0.000000e+00
2.006723e-10,3.000000e+01,8.340461e-03,1.166025e-07,9.320385e+02,0.000000e+00
2.205932e-10,3.000000e+01,9.036057e-03,1.258759e-07,9.321674e+02,0.000000e+00
2.424915e-10,3.000000e+01,9.716930e-03,1.354750e-07,9.322705e+02,0.000000e+00
2.665638e-10,3.000000e+01,1.042189e-02,1.460271e-07,9.323839e+02,0.000000e+00
2.930257e-10,3.000000e+01,1.118879e-02,1.576266e-07,9.325086e+02,0.000000e+00
3.221145e-10,3.000000e+01,1.202224e-02,1.703777e-07,9.326456e+02,0.000000e+00
3.540909e-10,3.000000e+01,1.292705e-02,1.843945e-07,9.327963e+02,0.000000e+00
3.892417e-10,3.000000e+01,1.390818e-02,1.998028e-07,9.329619e+02,0.000000e+00
4.278819e-10,3.000000e+01,1.497074e-02,2.167407e-07,9.331439e+02,0.000000e+00
4.703579e-10,3.000000e+01,1.611989e-02,2.353601e-07,9.333440e+02,0.000000e+00
5.170506e-10,3.000000e+01,1.736084e-02,2.558277e-07,9.335640e+02,0.000000e+00
5.683784e-10,3.000000e+01,1.869875e-02,2.783273e-07,9.338058e+02,0.000000e+00
6.248016e-10,3.000000e+01,2.008992e-02,3.328238e-07,9.339036e+02,0.000000e+00
6.868260e-10,3.000000e+01,2.166739e-02,3.997596e-07,9.339716e+02,0.000000e+00
7.550075e-10,3.000000e+01,2.346205e-02,4.733403e-07,9.340462e+02,0.000000e+00
8.299574e-10,3.000000e+01,2.538450e-02,5.542253e-07,9.341283e+02,0.000000e+00
9.123477e-10,3.000000e+01,2.735302e-02,6.431399e-07,9.342186e+02,0.000000e+00
1.002917e-09,3.000000e+01,2.930770e-02,7.408810e-07,9.343177e+02,0.000000e+00
1.102477e-09,3.000000e+01,3.120742e-02,8.483249e-07,9.344268e+02,0.000000e+00
1.211920e-09,3.000000e+01,3.302488e-02,9.664348e-07,9.345466e+02,0.000000e+00
1.332228e-09,3.000000e+01,3.474262e-02,1.096270e-06,9.346784e+02,0.000000e+00
1.464479e-09,3.000000e+01,3.635003e-02,1.238993e-06,9.348232e+02,0.000000e+00
1.609858e-09,3.000000e+01,3.784130e-02,1.395885e-06,9.349825e+02,0.000000e+00
1.769670e-09,3.000000e+01,3.921406e-02,1.568351e-06,9.351575e+02,0.000000e+00
1.945346e-09,3.000000e+01,4.046829e-02,1.757939e-06,9.353499e+02,0.000000e+00
2.138461e-09,3.000000e+01,4.160573e-02,1.966346e-06,9.355614e+02,0.000000e+00
2.350747e-09,3.000000e+01,4.264683e-02,2.174941e-06,9.357133e+02,0.000000e+00
2.584107e-09,3.000000e+01,4.362555e-02,2.399098e-06,9.358600e+02,0.000000e+00
2.840632e-09,3.000000e+01,4.453640e-02,2.645507e-06,9.360213e+02,0.000000e+00
3.122623e-09,3.000000e+01,4.537430e-02,2.916376e-06,9.361986e+02,0.000000e+00
3.432607e-09,3.000000e+01,4.613608e-02,3.214136e-06,9.363936e+02,0.000000e+00
3.773364e-09,3.000000e+01,4.682014e-02,3.541453e-06,9.366078e+02,0.000000e+00
4.147947e-09,3.000000e+01,4.742621e-02,3.901264e-06,9.368434e+02,0.000000e+00
4.559716e-09,3.000000e+01,4.795505e-02,4.296794e-06,9.371023e+02,0.000000e+00
5.012361e-09,3.000000e+01,4.840825e-02,4.731588e-06,9.373869e+02,0.000000e+00
5.509940e-09,3.000000e+01,4.878807e-02,5.209544e-06,9.376998e+02,0.000000e+00
6.056915e-09,3.000000e+01,4.909725e-02,5.734947e-06,9.380438e+02,0.000000e+00
6.658187e-09,3.000000e+01,4.933894e-02,6.312507e-06,9.384219e+02,0.000000e+00
7.319149e-09,3.000000e+01,4.951656e-02,6.947402e-06,9.388375e+02,0.000000e+00
8.045724e-09,3.000000e+01,4.963373e-02,7.645323e-06,9.392944e+02,0.000000e+00
8.844426e-09,3.000000e+01,4.969421e-02,8.412529e-06,9.397966e+02,0.000000e+00
9.722417e-09,3.000000e+01,4.970182e-02,9.255895e-06,9.403487e+02,0.000000e+00
1.068757e-08,3.000000e+01,4.966043e-02,1.015103e-05,9.409045e+02,0.000000e+00
1.174852e-08,3.000000e+01,4.958078e-02,1.094705e-05,9.412145e+02,0.000000e+00
1.291481e-08,3.000000e+01,4.947714e-02,1.182210e-05,9.415553e+02,0.000000e+00
1.419686e-08,3.000000e+01,4.935429e-02,1.278401e-05,9.419299e+02,0.000000e+00
1.560619e-08,3.000000e+01,4.921397e-02,1.384141e-05,9.423417e+02,0.000000e+00
1.715543e-08,3.000000e+01,4.905625e-02,1.479726e-05,9.426346e+02,0.000000e+00
1.885845e-08,3.000000e+01,4.888937e-02,1.551188e-05,9.426966e+02,0.000000e+00
2.073054e-08,3.000000e+01,4.873446e-02,1.629745e-05,9.427646e+02,0.000000e+00
2.278847e-08,3.000000e+01,4.860360e-02,1.716101e-05,9.428395e+02,0.000000e+00
2.505069e-08,3.000000e+01,4.850340e-02,1.811028e-05,9.429217e+02,0.000000e+00
2.753749e-08,3.000000e+01,4.843680e-02,1.915380e-05,9.430122e+02,0.000000e+00
3.027115e-08,3.000000e+01,4.840382e-02,2.030090e-05,9.431116e+02,0.000000e+00
3.327618e-08,3.000000e+01,4.840226e-02,2.156188e-05,9.432209e+02,0.000000e+00
3.657952e-08,3.000000e+01,4.842819e-02,2.294803e-05,9.433410e+02,0.000000e+00
4.021078e-08,3.000000e+01,4.847648e-02,2.447179e-05,9.434730e+02,0.000000e+00
4.420253e-08,3.000000e+01,4.854124e-02,2.614681e-05,9.436182e+02,0.000000e+00
4.859053e-08,3.000000e+01,4.861622e-02,2.798812e-05,9.437778e+02,0.000000e+00
5.341413e-08,3.000000e+01,4.869513e-02,3.001221e-05,9.439532e+02,0.000000e+00
5.871658e-08,3.000000e+01,4.877188e-02,3.223723e-05,9.441460e+02,0.000000e+00
6.454540e-08,3.000000e+01,4.884079e-02,3.468313e-05,9.443580e+02,0.000000e+00
7.095285e-08,3.000000e+01,4.891618e-02,3.595462e-05,9.445051e+02,0.000000e+00
7.799637e-08,3.000000e+01,4.904065e-02,3.731301e-05,9.446643e+02,0.000000e+00
8.573911e-08,3.000000e+01,4.923571e-02,3.880624e-05,9.448394e+02,0.000000e+00
9.425047e-08,3.000000e+01,4.951484e-02,4.044771e-05,9.450319e+02,0.000000e+00
1.036068e-07,3.000000e+01,4.988606e-02,4.225212e-05,9.452435e+02,0.000000e+00
1.138918e-07,3.000000e+01,5.035275e-02,4.423566e-05,9.454760e+02,0.000000e+00
1.251979e-07,3.000000e+01,5.090838e-02,4.641611e-05,9.457317e+02,0.000000e+00
1.376264e-07,3.000000e+01,5.153936e-02,4.881301e-05,9.460127e+02,0.000000e+00
1.512886e-07,3.000000e+01,5.225581e-02,5.081613e-05,9.462687e+02,0.000000e+00
1.663071e-07,3.000000e+01,5.311522e-02,5.267166e-05,9.465210e+02,0.000000e+00
1.828165e-07,3.000000e+01,5.413927e-02,5.471139e-05,9.467983e+02,0.000000e+00
2.009648e-07,3.000000e+01,5.533804e-02,5.695361e-05,9.471032e+02,0.000000e+00
2.209146e-07,3.000000e+01,5.671509e-02,5.941840e-05,9.474383e+02,0.000000e+00
2.428449e-07,3.000000e+01,5.826778e-02,6.212788e-05,9.478067e+02,0.000000e+00
2.669523e-07,3.000000e+01,6.002102e-02,6.443343e-05,9.481478e+02,0.000000e+00
2.934527e-07,3.000000e+01,6.203625e-02,6.683747e-05,9.485104e+02,0.000000e+00
3.225839e-07,3.000000e+01,6.431854e-02,6.948017e-05,9.489090e+02,0.000000e+00
3.546070e-07,3.000000e+01,6.685925e-02,7.238520e-05,9.493472e+02,0.000000e+00
3.898090e-07,3.000000e+01,6.963495e-02,7.530879e-05,9.497989e+02,0.000000e+00
4.285055e-07,3.000000e+01,7.271666e-02,7.813780e-05,9.502529e+02,0.000000e+00
4.710434e-07,3.000000e+01,7.612312e-02,8.124764e-05,9.507518e+02,0.000000e+00
5.178041e-07,3.000000e+01,7.984308e-02,8.466620e-05,9.513003e+02,0.000000e+00
5.692068e-07,3.000000e+01,8.388869e-02,8.790102e-05,9.518393e+02,0.000000e+00
6.257122e-07,3.000000e+01,8.830540e-02,9.138053e-05,9.524224e+02,0.000000e+00
6.878269e-07,3.000000e+01,9.307659e-02,9.520546e-05,9.530634e+02,0.000000e+00
7.561078e-07,3.000000e+01,9.821690e-02,9.891873e-05,9.537082e+02,0.000000e+00
8.311670e-07,3.000000e+01,1.037584e-01,1.029508e-04,9.544110e+02,0.000000e+00
9.136773e-07,3.000000e+01,1.096716e-01,1.071893e-04,9.551598e+02,0.000000e+00
1.004378e-06,3.000000e+01,1.159960e-01,1.115287e-04,9.559438e+02,0.000000e+00
1.104084e-06,3.000000e+01,1.227120e-01,1.161893e-04,9.567919e+02,0.000000e+00
1.213686e-06,3.000000e+01,1.298572e-01,1.208542e-04,9.576667e+02,0.000000e+00
1.334170e-06,3.000000e+01,1.374316e-01,1.258113e-04,9.586060e+02,0.000000e+00
1.466613e-06,3.000000e+01,1.454993e-01,1.307258e-04,9.595686e+02,0.000000e+00
1.612205e-06,2.851500e+01,1.540705e-01,1.359251e-04,9.606006e+02,0.000000e+00
1.772249e-06,2.607500e+01,1.631757e-01,1.413880e-04,9.617026e+02,0.000000e+00
1.948181e-06,2.414000e+01,1.728141e-01,1.470238e-04,9.628667e+02,0.000000e+00
2.141578e-06,2.258000e+01,1.830059e-01,1.529329e-04,9.640971e+02,0.000000e+00
2.354173e-06,2.129000e+01,1.937971e-01,1.590676e-04,9.653821e+02,0.000000e+00
2.587873e-06,2.022000e+01,2.051997e-01,1.654188e-04,9.667436e+02,0.000000e+00
2.844772e-06,1.931000e+01,2.172281e-01,1.720409e-04,9.681944e+02,0.000000e+00
3.127174e-06,1.853500e+01,2.299287e-01,1.787701e-04,9.697245e+02,0.000000e+00
3.437610e-06,1.786500e+01,2.433890e-01,1.857052e-04,9.713529e+02,0.000000e+00
3.778863e-06,1.728500e+01,2.576190e-01,1.928415e-04,9.730796e+02,0.000000e+00
4.153992e-06,1.677500e+01,2.727280e-01,2.000621e-04,9.748943e+02,0.000000e+00
4.566361e-06,1.633000e+01,2.887450e-01,2.075064e-04,9.768234e+02,0.000000e+00
5.019666e-06,1.593500e+01,3.057615e-01,2.151253e-04,9.788713e+02,0.000000e+00
5.517970e-06,1.558500e+01,3.238337e-01,2.228233e-04,9.810423e+02,0.000000e+00
6.065742e-06,1.527000e+01,3.430435e-01,2.307795e-04,9.833637e+02,0.000000e+00
6.667891e-06,1.499500e+01,3.634797e-01,2.388567e-04,9.858257e+02,0.000000e+00
7.329815e-06,1.474500e+01,3.851939e-01,2.470081e-04,9.884273e+02,0.000000e+00
8.057449e-06,1.451500e+01,4.082959e-01,2.554541e-04,9.912127e+02,0.000000e+00
8.857316e-06,1.432500e+01,4.328481e-01,2.640415e-04,9.941731e+02,0.000000e+00
9.736586e-06,1.415000e+01,4.589069e-01,2.727896e-04,9.973174e+02,0.000000e+00
1.070314e-05,1.400000e+01,4.865672e-01,2.818859e-04,1.000689e+03,0.000000e+00
1.176565e-05,1.386500e+01,5.158935e-01,2.910251e-04,1.004255e+03,0.000000e+00
1.293363e-05,1.375000e+01,5.469281e-01,3.004186e-04,1.008060e+03,0.000000e+00
1.421755e-05,1.364500e+01,5.797383e-01,3.101335e-04,1.012134e+03,0.000000e+00
1.562894e-05,1.355500e+01,6.143947e-01,3.200676e-04,1.016474e+03,0.000000e+00
1.718043e-05,1.348000e+01,6.509206e-01,3.301878e-04,1.021092e+03,0.000000e+00
1.888594e-05,1.341000e+01,6.893321e-01,3.406220e-04,1.026024e+03,0.000000e+00
2.076075e-05,1.335500e+01,7.296625e-01,3.514039e-04,1.031299e+03,0.000000e+00
2.282168e-05,1.330500e+01,7.719168e-01,3.625129e-04,1.036937e+03,0.000000e+00
2.508720e-05,1.326500e+01,8.160796e-01,3.738959e-04,1.042939e+03,0.000000e+00
2.757762e-05,1.323000e+01,8.621192e-01,3.856138e-04,1.049344e+03,0.000000e+00
3.031526e-05,1.320000e+01,9.099874e-01,3.977171e-04,1.056189e+03,0.000000e+00
3.332467e-05,1.317500e+01,9.521570e-01,6.735895e-04,1.062936e+03,6.847466e-01
3.663283e-05,1.314000e+01,9.441918e-01,8.063968e-04,1.068060e+03,1.000000e+00
4.026939e-05,1.307500e+01,9.349497e-01,8.186946e-04,1.073583e+03,1.000000e+00
4.426695e-05,1.299000e+01,9.266234e-01,8.322795e-04,1.079550e+03,1.000000e+00
4.866134e-05,1.288000e+01,9.198326e-01,8.472612e-04,1.086006e+03,1.000000e+00
5.349198e-05,1.275500e+01,9.150696e-01,8.636889e-04,1.092969e+03,1.000000e+00
5.880215e-05,1.261000e+01,9.127429e-01,8.816400e-04,1.100470e+03,1.000000e+00
6.463947e-05,1.245500e+01,9.131896e-01,9.012517e-04,1.108549e+03,1.000000e+00
7.105626e-05,1.228500e+01,9.166353e-01,9.226256e-04,1.117219e+03,1.000000e+00
7.811004e-05,1.211000e+01,9.232222e-01,9.459779e-04,1.126539e+03,1.000000e+00
8.586406e-05,1.194500e+01,9.317739e-01,1.211805e-03,1.136488e+03,1.670626e+00
9.438783e-05,1.189000e+01,9.292751e-01,1.583416e-03,1.144483e+03,2.000000e+00
1.037577e-04,1.181000e+01,9.230392e-01,1.620590e-03,1.151699e+03,2.000000e+00
1.140578e-04,1.171000e+01,9.154207e-01,1.660530e-03,1.159440e+03,2.000000e+00
1.253804e-04,1.158000e+01,9.072541e-01,1.703439e-03,1.167739e+03,2.000000e+00
1.378270e-04,1.143000e+01,8.991971e-01,1.749549e-03,1.176635e+03,2.000000e+00
1.515091e-04,1.126000e+01,8.918034e-01,1.798995e-03,1.186142e+03,2.000000e+00
1.665495e-04,1.107500e+01,8.855475e-01,1.852045e-03,1.196302e+03,2.000000e+00
1.830829e-04,1.088000e+01,8.808030e-01,1.908946e-03,1.207150e+03,2.000000e+00
2.012577e-04,1.067000e+01,8.778416e-01,1.969915e-03,1.218708e+03,2.000000e+00
2.212366e-04,1.045500e+01,8.768186e-01,2.035236e-03,1.231012e+03,2.000000e+00
2.431989e-04,1.024000e+01,8.778143e-01,2.105192e-03,1.244093e+03,2.000000e+00
2.673413e-04,1.002500e+01,8.807943e-01,2.180123e-03,1.257990e+03,2.000000e+00
2.938804e-04,9.805000e+00,8.856438e-01,2.260375e-03,1.272737e+03,2.000000e+00
3.230541e-04,9.595000e+00,8.922036e-01,2.346268e-03,1.288355e+03,2.000000e+00
3.551238e-04,9.390000e+00,9.002523e-01,2.438240e-03,1.304887e+03,2.000000e+00
3.903771e-04,9.195000e+00,9.095432e-01,2.536729e-03,1.322367e+03,2.000000e+00
4.291300e-04,9.005000e+00,9.198284e-01,2.642195e-03,1.340825e+03,2.000000e+00
4.717299e-04,8.820000e+00,9.308298e-01,2.755161e-03,1.360296e+03,2.000000e+00
5.185587e-04,8.650000e+00,9.422901e-01,2.876181e-03,1.380812e+03,2.000000e+00
5.700363e-04,8.480000e+00,9.539719e-01,3.005835e-03,1.402398e+03,2.000000e+00
6.266241e-04,8.325000e+00,9.656366e-01,3.144803e-03,1.425092e+03,2.000000e+00
6.888293e-04,8.170000e+00,9.770836e-01,3.293802e-03,1.448924e+03,2.000000e+00
7.572097e-04,8.030000e+00,9.881338e-01,3.453600e-03,1.473925e+03,2.000000e+00
